Simbol,Pret_CSV_2020,Pret_Real_API_2020,Trend_Real,Trend_Corect,Pred_1_Zi,Real_1_Zi,Eroare_1_Zi_%,Scor_1_Zi,Pred_1_Sapt,Real_1_Sapt,Eroare_1_Sapt_%,Scor_1_Sapt,Pred_1_Luna,Real_1_Luna,Eroare_1_Luna_%,Scor_1_Luna,Pred_1_An,Real_1_An,Eroare_1_An_%,Scor_1_An
QLVD,21.02,17.7814,CREȘTERE,NU,21.0822,18.102,16.46,67.68,21.2234,18.7094,13.44,82.81,21.6587,19.1518,13.09,84.55,26.9315,23.2102,16.03,69.83
EWI,19.87,16.3459,CREȘTERE,NU,20.1101,16.7573,20.01,49.96,20.1793,17.292,16.7,66.51,20.4002,17.0452,19.68,51.58,23.3663,26.6726,12.4,88.02
VFMV,69.069,61.4361,CREȘTERE,NU,69.8358,62.628,11.51,92.46,69.9582,66.4466,5.28,100.0,71.7298,67.0648,6.96,100.0,92.7054,85.6616,8.22,100.0
IBND,30.7,27.9417,SCĂDERE,DA,30.7996,27.9326,10.26,98.68,30.9192,28.2602,9.41,100.0,31.1004,29.7128,4.67,100.0,33.4799,32.9948,1.47,100.0
FIW,44.44,42.7148,CREȘTERE,NU,44.5883,44.2815,0.69,100.0,44.7864,48.453,7.57,100.0,44.9587,49.1739,8.57,100.0,47.7657,76.3414,37.43,0.0
IDHQ,20.1,17.4915,CREȘTERE,NU,20.089,17.8483,12.55,87.23,20.1987,18.8055,7.41,100.0,20.4484,19.406,5.37,100.0,23.8827,26.038,8.28,100.0
DIVA,18.72,18.72,SCĂDERE,DA,18.6296,18.685,0.3,100.0,18.6738,20.0757,6.98,100.0,19.2362,20.2385,4.95,100.0,24.3572,23.8054,2.32,100.0
ESGG,83.75,75.9375,CREȘTERE,NU,106.9941,76.7581,39.39,0.0,110.2343,82.0089,34.42,0.0,110.8005,84.6646,30.87,0.0,102.466,121.6098,15.74,71.29
CMDY,35.57,23.7112,CREȘTERE,NU,35.2418,24.0479,46.55,0.0,35.2347,24.7091,42.6,0.0,36.3175,24.2012,50.07,0.0,46.8977,32.5434,44.11,0.0
IBDP,24.47,21.5574,SCĂDERE,DA,24.5253,21.5134,14.0,80.0,24.5736,22.0772,11.31,93.46,24.8808,22.4731,10.71,96.43,27.2389,23.7521,14.68,76.6
DBO,5.89,5.1557,CREȘTERE,NU,5.8515,5.1732,13.11,84.45,5.8635,5.4709,7.18,100.0,5.9735,4.7006,27.08,14.6,6.9336,9.5499,27.4,13.02
KURE,23.0,18.9754,CREȘTERE,NU,23.3304,19.7922,17.88,60.62,23.5081,20.7822,13.12,84.42,23.6413,20.6337,14.58,77.12,22.6167,32.4315,30.26,0.0
XTH,56.243,56.2433,CREȘTERE,NU,56.6788,56.8166,0.24,100.0,57.1426,62.212,8.15,100.0,58.1242,64.4942,9.88,100.0,69.016,N/A,N/A,N/A
IDRV,19.73,17.7367,CREȘTERE,NU,19.7614,18.0145,9.7,100.0,19.8837,19.9042,0.1,100.0,20.2849,20.7833,2.4,100.0,24.3586,42.4749,42.65,0.0
FNX,45.18,42.1605,CREȘTERE,NU,45.0367,42.4871,6.0,100.0,45.1423,47.7409,5.44,100.0,46.1736,50.2511,8.11,100.0,55.7998,89.7473,37.83,0.0
EWU,22.73,18.1668,CREȘTERE,NU,22.7353,18.5824,22.35,38.26,22.7276,19.2777,17.9,60.52,23.0793,19.6534,17.43,62.84,26.797,25.9927,3.09,100.0
BIS,15.17,54.9394,SCĂDERE,DA,15.1558,50.9194,70.24,0.0,15.173,45.6681,66.78,0.0,15.1419,38.7147,60.89,0.0,15.0139,20.0545,25.13,24.33
FLEU,76.72,13.2522,SCĂDERE,DA,76.9789,13.2522,480.88,0.0,77.7171,13.9679,456.4,0.0,78.9578,14.6014,440.76,0.0,93.4053,19.2638,384.87,0.0
IBDS,24.28,19.6881,CREȘTERE,NU,24.3095,19.7611,23.02,34.91,24.3243,20.1519,20.7,46.48,24.803,20.8125,19.17,54.13,28.5715,22.2323,28.51,7.43
XWEB,61.077,60.7414,SCĂDERE,DA,61.233,60.1645,1.78,100.0,61.3802,69.0714,11.14,94.32,61.8122,78.9079,21.67,41.67,66.0519,174.0563,62.05,0.0
DRSK,27.9,22.5648,SCĂDERE,DA,27.6678,22.4758,23.1,34.5,27.4622,23.2199,18.27,58.65,27.1453,23.6971,14.55,77.24,22.7389,25.0818,9.34,100.0
IIGD,26.05,21.3277,CREȘTERE,NU,26.011,21.3359,21.91,40.44,26.2492,21.5897,21.58,42.09,26.2765,22.0433,19.2,53.98,26.4524,22.418,18.0,60.02
PSCM,30.53,28.6041,SCĂDERE,DA,30.4669,27.4423,11.02,94.89,30.5414,30.3187,0.73,100.0,31.3643,30.7778,1.91,100.0,39.2177,60.5736,35.26,0.0
USD,34.64,2.1399,CREȘTERE,NU,34.3384,2.2832,1403.94,0.0,34.3214,2.7465,1149.62,0.0,35.1827,2.6959,1205.05,0.0,42.1318,7.8944,433.69,0.0
JHCS,21.336,21.3362,CREȘTERE,NU,21.2301,21.6665,2.01,100.0,21.4098,23.3188,8.19,100.0,21.6846,24.6584,12.06,89.7,23.3358,37.6614,38.04,0.0
MAAX,22.25,22.2498,CREȘTERE,NU,22.2941,22.555,1.16,100.0,22.3924,23.005,2.66,100.0,22.6499,22.785,0.59,100.0,26.2538,24.6604,6.46,100.0
HYLB,42.59,24.1155,CREȘTERE,NU,42.7424,24.3137,75.8,0.0,42.6923,24.9874,70.85,0.0,43.3292,25.519,69.79,0.0,50.079,29.7114,68.55,0.0
FXU,23.35,19.94,CREȘTERE,NU,23.5551,20.3499,15.75,71.25,23.8862,22.3567,6.84,100.0,24.3323,21.8699,11.26,93.7,28.4079,26.4568,7.37,100.0
PSCE,2.02,9.1078,CREȘTERE,NU,2.0077,9.8292,79.57,0.0,2.0028,11.2269,82.16,0.0,2.049,13.7068,85.05,0.0,2.5071,30.4247,91.76,0.0
PVAL,17.972,N/A,N/A,N/A,18.028,N/A,N/A,N/A,18.1311,N/A,N/A,N/A,18.6681,N/A,N/A,N/A,23.5535,N/A,N/A,N/A
PBUS,24.548,22.6555,CREȘTERE,NU,24.6623,23.2129,6.24,100.0,24.9755,25.4094,1.71,100.0,25.3856,25.9752,2.27,100.0,30.2443,38.1665,20.76,46.22
XLU,52.08,21.6513,CREȘTERE,NU,52.0743,22.329,133.21,0.0,52.5576,24.1499,117.63,0.0,53.8022,23.2311,131.6,0.0,66.1186,27.4836,140.57,0.0
DBC,10.93,9.5106,CREȘTERE,NU,10.9524,9.6933,12.99,85.06,10.9389,10.0327,9.03,100.0,11.1894,9.3627,19.51,52.45,12.9787,14.6966,11.69,91.55
LRGF,25.17,23.1413,CREȘTERE,NU,25.1864,23.5734,6.84,100.0,25.1766,26.019,3.24,100.0,25.4776,26.3133,3.18,100.0,27.4215,38.3033,28.41,7.95
UCON,24.04,18.9031,SCĂDERE,DA,24.217,18.8166,28.7,6.5,24.421,18.9582,28.82,5.92,24.6567,19.52,26.31,18.43,28.212,21.5688,30.8,0.0
NUSI,23.804,9.8383,CREȘTERE,NU,23.9701,9.856,143.2,0.0,25.1326,10.1797,146.89,0.0,25.2484,10.8209,133.33,0.0,27.427,13.0167,110.71,0.0
FTHI,16.81,10.5066,CREȘTERE,NU,16.8791,10.6315,58.76,0.0,16.9699,11.3003,50.17,0.0,17.2433,11.6078,48.55,0.0,20.3458,13.9338,46.02,0.0
MGK,121.38,23.5187,CREȘTERE,NU,120.8475,23.943,404.73,0.0,121.3125,26.0298,366.05,0.0,124.3997,27.5373,351.75,0.0,153.6181,41.0039,274.64,0.0
DSTL,23.78,22.0035,CREȘTERE,NU,23.8257,22.3736,6.49,100.0,23.8572,24.4833,2.56,100.0,24.1368,25.2883,4.55,100.0,27.9757,37.3144,25.03,24.86
RDVY,24.13,21.7633,CREȘTERE,NU,24.1452,22.097,9.27,100.0,24.1387,24.7216,2.36,100.0,24.4095,25.27,3.41,100.0,27.3449,42.4053,35.52,0.0
SPMD,23.84,21.8039,CREȘTERE,NU,23.6816,22.0417,7.44,100.0,23.8704,24.6666,3.23,100.0,24.3857,25.5171,4.43,100.0,28.7981,43.0284,33.07,0.0
ULST,39.0,32.4751,CREȘTERE,NU,39.0915,32.5501,20.1,49.52,39.0885,32.675,19.63,51.86,39.7417,33.0297,20.32,48.39,45.1288,34.0088,32.7,0.0
FNDF,20.08,16.4783,CREȘTERE,NU,20.0683,16.8065,19.41,52.96,19.9874,17.5779,13.71,81.46,20.5262,17.6764,16.12,69.39,23.7826,27.2274,12.65,86.74
PGJ,36.94,32.7993,CREȘTERE,NU,36.7756,32.9147,11.73,91.35,36.6189,33.7937,8.36,100.0,36.3351,33.9003,7.18,100.0,35.3169,57.9391,39.04,0.0
PPTY,22.21,17.7602,SCĂDERE,DA,22.2278,17.7202,25.44,22.81,22.3264,20.0552,11.32,93.38,22.8877,20.1468,13.6,81.98,27.9374,26.6994,4.64,100.0
DYNF,21.28,18.9789,CREȘTERE,NU,21.1247,19.2732,9.61,100.0,21.206,20.9766,1.09,100.0,21.7227,21.4315,1.36,100.0,25.9954,31.1052,16.43,67.86
DTD,74.95,32.4699,CREȘTERE,NU,74.7782,33.2713,124.75,0.0,75.1314,36.2822,107.07,0.0,76.8831,36.8241,108.79,0.0,93.9933,50.667,85.51,0.0
GMOM,22.41,19.0676,CREȘTERE,NU,22.2957,19.2557,15.79,71.06,22.3801,19.3195,15.84,70.79,22.8793,19.727,15.98,70.1,27.8637,24.928,11.78,91.12
VRIG,23.0,18.2671,CREȘTERE,NU,23.081,18.4577,25.05,24.76,23.1055,18.6642,23.8,31.02,23.4928,18.8248,24.8,26.02,27.2597,20.1448,35.32,0.0
FIDU,28.92,26.7329,CREȘTERE,NU,28.9778,27.1119,6.88,100.0,28.9745,29.7002,2.44,100.0,29.4209,29.885,1.55,100.0,34.5286,49.1063,29.69,1.57
BWX,27.56,25.084,SCĂDERE,DA,27.4037,25.0294,9.49,100.0,27.349,24.9202,9.75,100.0,27.7263,25.6611,8.05,100.0,32.3475,26.9014,20.24,48.78
SECT,22.65,21.6463,CREȘTERE,NU,22.6951,22.3344,1.62,100.0,22.7659,23.6054,3.56,100.0,22.9181,24.542,6.62,100.0,25.9065,37.5599,31.03,0.0
DJD,28.5,23.674,CREȘTERE,NU,28.4239,24.4216,16.39,68.06,28.3999,26.6561,6.54,100.0,29.0063,26.7474,8.45,100.0,34.3188,37.2344,7.83,100.0
LEMB,36.5,33.5277,CREȘTERE,NU,36.5714,33.546,9.02,100.0,36.6148,33.8584,8.14,100.0,37.3317,34.8045,7.26,100.0,43.7972,39.1952,11.74,91.29
PBE,44.36,43.7972,CREȘTERE,NU,44.1529,45.2584,2.44,100.0,44.7023,48.0229,6.91,100.0,45.6865,51.1527,10.69,96.57,54.7626,73.4561,25.45,22.76
RWM,51.5,44.5309,SCĂDERE,DA,49.9109,44.0294,13.36,83.21,47.4954,39.7319,19.54,52.3,45.7785,36.9131,24.02,29.91,30.9463,18.8067,64.55,0.0
BSBE,24.485,24.485,CREȘTERE,NU,24.522,24.525,0.01,100.0,24.6154,24.695,0.32,100.0,25.2217,25.185,0.15,100.0,31.3714,25.8,21.59,42.03
VIDI,16.48,12.6442,CREȘTERE,NU,16.4856,12.9281,27.52,12.41,16.5318,13.8488,19.37,53.13,16.6812,13.9792,19.33,53.36,17.9723,21.7047,17.2,64.02
MIDU,9.93,9.5157,CREȘTERE,NU,9.8771,9.7361,1.45,100.0,9.9589,13.2914,25.07,24.64,10.2094,14.1538,27.87,10.66,12.37,56.5557,78.13,0.0
NUMG,28.086,23.839,CREȘTERE,NU,27.9359,24.2414,15.24,73.8,28.1355,26.5161,6.11,100.0,28.9192,27.9947,3.3,100.0,37.315,45.0475,17.17,64.17
RALS,32.14,32.135,SCĂDERE,DA,32.0875,32.0684,0.06,100.0,32.2118,31.908,0.95,100.0,32.9945,31.7668,3.86,100.0,38.5868,32.6158,18.31,58.46
CURE,35.24,33.4329,CREȘTERE,NU,35.2694,36.1557,2.45,100.0,35.177,44.6183,21.16,44.2,35.9588,48.859,26.4,17.99,45.1732,78.3975,42.38,0.0
IUSG,54.68,52.006,CREȘTERE,NU,54.4948,53.0141,2.79,100.0,54.4886,57.7125,5.59,100.0,55.4077,60.5849,8.55,100.0,63.1066,88.5391,28.72,6.38
FDEM,18.425,14.9766,CREȘTERE,NU,18.4535,15.4066,19.78,51.12,18.5092,16.3097,13.49,82.57,18.8436,16.4218,14.75,76.26,22.5973,23.0243,1.85,100.0
NJAN,32.281,32.281,CREȘTERE,NU,32.363,32.506,0.44,100.0,32.2938,33.95,4.88,100.0,32.5319,34.68,6.19,100.0,34.1181,39.17,12.9,85.51
EPV,41.37,181.6751,SCĂDERE,DA,40.6151,173.5948,76.6,0.0,39.5746,156.1168,74.65,0.0,38.9399,147.2021,73.55,0.0,30.2591,61.6562,50.92,0.0
CFA,40.367,37.0903,CREȘTERE,NU,40.4333,37.8098,6.94,100.0,40.4394,41.6774,2.97,100.0,40.8828,42.5555,3.93,100.0,46.3312,63.047,26.51,17.43
JPEM,38.36,29.3907,CREȘTERE,NU,38.2749,30.1952,26.76,16.21,38.0514,32.0333,18.79,56.06,39.3131,31.7965,23.64,31.8,49.6797,44.8146,10.86,95.72
HDEF,17.75,13.4849,CREȘTERE,NU,17.7359,13.6977,29.48,2.59,17.6651,14.1839,24.54,27.28,17.8935,14.389,24.36,28.22,19.5937,19.0899,2.64,100.0
UPRO,23.94,11.5398,CREȘTERE,NU,24.0876,12.3304,95.35,0.0,24.2227,15.6275,55.0,0.0,25.1557,16.8036,49.7,0.0,34.0693,44.9327,24.18,29.11
HIPS,8.92,4.8102,SCĂDERE,DA,8.879,4.7833,85.63,0.0,8.9803,5.3899,66.61,0.0,9.2703,5.7155,62.2,0.0,10.8053,8.7834,23.02,34.9
EEMO,10.91,9.4942,CREȘTERE,NU,10.8735,9.8422,10.48,97.61,10.8689,10.434,4.17,100.0,11.1181,10.3035,7.91,100.0,13.2661,17.0931,22.39,38.05
IVOG,104.26,49.6605,CREȘTERE,NU,104.7461,50.3036,108.23,0.0,104.8531,55.8193,87.84,0.0,106.5392,58.1342,83.26,0.0,120.723,94.5949,27.62,11.89
VOE,76.88,67.1904,CREȘTERE,NU,77.3046,67.8372,13.96,80.22,76.9144,76.236,0.89,100.0,78.5471,77.3022,1.61,100.0,90.5441,121.9075,25.73,21.36
DUSA,18.481,17.0702,CREȘTERE,NU,18.4865,17.2947,6.89,100.0,18.5629,19.0191,2.4,100.0,18.7966,19.7165,4.67,100.0,21.4685,31.1013,30.97,0.0
FFR,32.66,27.9519,SCĂDERE,DA,32.7854,27.7683,18.07,59.66,32.7619,30.8104,6.33,100.0,33.7113,30.5912,10.2,99.0,42.4299,40.7756,4.06,100.0
IBDD,26.2,26.195,SCĂDERE,DA,26.2213,26.165,0.22,100.0,26.1929,26.73,2.01,100.0,26.4739,26.92,1.66,100.0,29.4341,27.13,8.49,100.0
EIS,42.82,39.7617,CREȘTERE,NU,42.803,40.1146,6.7,100.0,42.979,43.1696,0.44,100.0,43.2562,45.2218,4.35,100.0,48.6677,60.8061,19.96,50.19
GNR,30.19,24.3435,CREȘTERE,NU,30.2596,25.424,19.02,54.9,30.3735,26.8835,12.98,85.09,30.5829,27.4157,11.55,92.24,33.1692,42.2776,21.54,42.28
ZJPN,62.312,62.3124,CREȘTERE,NU,62.3898,63.0054,0.98,100.0,62.5198,65.7433,4.9,100.0,62.692,67.0717,6.53,100.0,65.3458,N/A,N/A,N/A
XNTK,69.83,68.0621,CREȘTERE,NU,69.7202,68.7639,1.39,100.0,70.3167,74.8751,6.09,100.0,70.5283,79.4757,11.26,93.71,70.2765,145.5751,51.72,0.0
EMIH,19.009,15.7844,SCĂDERE,DA,18.8884,15.644,20.74,46.31,19.1457,16.084,19.04,54.82,19.5707,16.959,15.4,73.0,21.6999,18.2744,18.75,56.27
FDEV,20.708,17.5451,CREȘTERE,NU,20.7533,17.8213,16.45,67.74,20.8644,18.5847,12.27,88.67,21.1017,18.8397,12.01,89.97,24.6728,24.34,1.37,100.0
FJP,38.55,33.0731,CREȘTERE,NU,38.4124,33.3048,15.34,73.32,38.5875,34.6603,11.33,93.35,39.1842,35.7413,9.63,100.0,45.3873,46.7065,2.82,100.0
LVHD,24.39,19.6086,CREȘTERE,NU,24.4483,20.099,21.64,41.8,24.5214,21.9401,11.77,91.17,24.9989,21.9963,13.65,81.75,30.5501,29.3012,4.26,100.0
AVUV,29.03,26.3237,CREȘTERE,NU,28.9989,26.5603,9.18,100.0,28.9527,30.1049,3.83,100.0,29.6367,32.254,8.11,100.0,34.7091,67.4228,48.52,0.0
DVY,69.7,56.0175,CREȘTERE,NU,69.859,57.0944,22.36,38.21,70.0771,63.0256,11.19,94.06,71.3759,62.6238,13.98,80.12,88.3166,95.9158,7.92,100.0
ULBR,7.91,7.91,SCĂDERE,DA,7.8585,7.91,0.65,100.0,7.9012,7.91,0.11,100.0,8.1748,N/A,N/A,N/A,9.4315,N/A,N/A,N/A
GBUG,26.399,N/A,N/A,N/A,26.3156,N/A,N/A,N/A,26.2745,N/A,N/A,N/A,25.8771,N/A,N/A,N/A,21.4831,N/A,N/A,N/A
IEZ,5.54,5.1095,CREȘTERE,NU,5.5302,5.5522,0.4,100.0,5.5058,6.5668,16.16,69.22,5.6387,6.7143,16.02,69.9,6.662,12.9839,48.69,0.0
JMOM,23.75,22.369,CREȘTERE,NU,23.2586,22.7561,2.21,100.0,23.1576,24.8837,6.94,100.0,23.8977,25.8651,7.61,100.0,26.1847,37.8891,30.89,0.0
DES,16.87,14.1944,CREȘTERE,NU,16.919,14.3627,17.8,61.01,16.9718,15.6248,8.62,100.0,17.2532,16.539,4.32,100.0,20.0522,27.2771,26.49,17.56
DIA,209.38,187.8638,CREȘTERE,NU,209.7363,191.9731,9.25,100.0,209.0155,210.2499,0.59,100.0,215.3137,213.0143,1.08,100.0,276.4342,303.2948,8.86,100.0
DAUG,27.67,27.67,CREȘTERE,NU,27.6643,27.93,0.95,100.0,27.6907,28.853,4.03,100.0,28.0411,29.19,3.94,100.0,30.9694,33.851,8.51,100.0
TPOR,6.13,5.8487,CREȘTERE,NU,6.3104,6.1158,3.18,100.0,6.523,7.9477,17.93,60.37,6.623,7.6519,13.45,82.77,8.2205,38.7331,78.78,0.0
OMFS,17.961,16.5786,CREȘTERE,NU,17.9378,16.7679,6.98,100.0,17.9936,17.6807,1.77,100.0,18.2761,19.0598,4.11,100.0,21.0409,37.3892,43.72,0.0
MBSD,23.729,19.4147,CREȘTERE,NU,23.7153,19.4728,21.79,41.07,23.5999,19.616,20.31,48.45,23.239,19.751,17.66,61.7,18.4072,20.0561,8.22,100.0
JKH,208.54,33.3703,CREȘTERE,NU,208.838,33.876,516.48,0.0,209.5472,37.1484,464.08,0.0,210.4213,39.5567,431.95,0.0,228.9513,61.4828,272.38,0.0
JPME,47.49,42.5712,CREȘTERE,NU,47.3871,43.1449,9.83,100.0,47.483,48.0842,1.25,100.0,48.7093,49.4647,1.53,100.0,59.5777,76.405,22.02,39.88
ILF,17.38,11.8999,CREȘTERE,NU,17.4739,12.1874,43.38,0.0,17.5928,13.2555,32.72,0.0,17.8601,12.564,42.15,0.0,20.6548,19.1423,7.9,100.0
OIL,4.28,9.0,CREȘTERE,NU,4.2619,9.8002,56.51,0.0,4.2237,10.4105,59.43,0.0,4.3956,8.12,45.87,0.0,5.6114,18.11,69.01,0.0
LTL,25.68,5.98,SCĂDERE,DA,25.6214,5.98,328.45,0.0,25.6682,7.2142,255.8,0.0,26.3761,7.5682,248.51,0.0,31.776,10.9565,190.02,0.0
SCIJ,22.006,22.0061,CREȘTERE,NU,23.0392,22.1579,3.98,100.0,23.3982,22.9162,2.1,100.0,23.392,23.1531,1.03,100.0,25.3034,N/A,N/A,N/A
SPLB,28.16,21.6426,CREȘTERE,NU,28.1344,21.7886,29.12,4.38,28.2951,22.4419,26.08,19.59,28.4197,23.2368,22.3,38.48,30.0661,24.1153,24.68,26.62
PACA,14.659,14.6586,CREȘTERE,NU,14.57,14.9454,2.51,100.0,14.6329,15.7229,6.93,100.0,15.0052,15.9041,5.65,100.0,18.5203,N/A,N/A,N/A
VIG,99.31,88.9158,CREȘTERE,NU,99.1921,91.2347,8.72,100.0,99.4972,98.3885,1.13,100.0,101.6091,99.5793,2.04,100.0,130.5454,134.985,3.29,100.0
JHMA,23.682,23.6815,CREȘTERE,NU,23.5282,23.9471,1.75,100.0,23.61,26.7749,11.82,90.9,24.3913,27.4917,11.28,93.61,28.8631,44.901,35.72,0.0
GURU,25.84,24.7942,CREȘTERE,NU,27.0304,24.9765,8.22,100.0,27.0996,27.5576,1.66,100.0,28.2668,29.5247,4.26,100.0,34.3358,46.2521,25.76,21.18
FLGB,16.9,13.5625,CREȘTERE,NU,16.8982,13.9316,21.29,43.53,16.8832,14.4292,17.01,64.96,17.22,14.7421,16.81,65.96,20.8568,19.8986,4.82,100.0
SNPE,21.6,19.9767,CREȘTERE,NU,21.5337,20.4022,5.55,100.0,21.5526,22.2241,3.02,100.0,21.8225,22.8715,4.59,100.0,24.5237,32.9565,25.59,22.06
CN,29.918,27.4731,CREȘTERE,NU,31.529,28.2668,11.54,92.3,31.8906,29.0158,9.91,100.0,33.0301,28.5333,15.76,71.2,37.6831,42.1234,10.54,97.29
PIZ,21.81,19.9169,CREȘTERE,NU,21.786,20.2456,7.61,100.0,21.8007,21.1953,2.86,100.0,22.1707,21.9259,1.12,100.0,26.9595,31.8165,15.27,73.67
HIBL,3.97,5.4335,CREȘTERE,NU,3.9473,5.5991,29.5,2.49,3.9748,8.3351,52.31,0.0,4.0771,8.6608,52.92,0.0,4.7791,57.087,91.63,0.0
SIL,23.45,21.6046,CREȘTERE,NU,24.7182,22.5904,9.42,100.0,25.478,23.5025,8.41,100.0,25.4443,29.4634,13.64,81.8,28.1508,38.8259,27.49,12.53
TQQQ,41.73,4.9822,CREȘTERE,NU,41.3768,5.2771,684.08,0.0,41.219,6.5032,533.82,0.0,43.0695,7.5825,468.01,0.0,52.475,22.8992,129.16,0.0
IEFA,47.59,39.6304,CREȘTERE,NU,48.9291,40.3882,21.15,44.27,49.5906,42.2369,17.41,62.95,50.4181,43.1779,16.77,66.16,64.4063,62.1913,3.56,100.0
AMZA,10.75,5.8994,CREȘTERE,NU,10.7209,6.2177,72.42,0.0,10.7069,6.6129,61.91,0.0,10.9613,9.3312,17.47,62.66,13.0966,15.6033,16.07,69.67
FLRU,18.247,16.3521,CREȘTERE,NU,18.177,17.4768,4.01,100.0,18.3312,18.8784,2.9,100.0,18.8898,18.0822,4.47,100.0,24.5602,25.441,3.46,100.0
SMMU,50.23,44.3854,SCĂDERE,DA,50.4142,44.0231,14.52,77.41,50.5933,44.3589,14.05,79.73,50.6313,44.4649,13.87,80.66,56.1576,45.8319,22.53,37.35
BDRY,6.29,6.29,CREȘTERE,NU,6.3051,6.38,1.17,100.0,6.3118,6.87,8.13,100.0,6.4863,5.35,21.24,43.8,8.4418,17.93,52.92,0.0
MYY,54.51,47.1246,SCĂDERE,DA,53.4372,46.5368,14.83,75.86,52.7396,41.1422,28.19,9.06,51.4216,39.2921,30.87,0.0,37.1283,21.829,70.09,0.0
OUSA,27.94,25.0741,CREȘTERE,NU,27.9662,25.8639,8.13,100.0,28.0171,27.8203,0.71,100.0,28.2913,28.2362,0.19,100.0,30.8507,36.6558,15.84,70.82
ARKF,19.225,19.1362,CREȘTERE,NU,19.2654,19.2208,0.23,100.0,19.2758,21.4703,10.22,98.89,19.6095,23.5109,16.59,67.03,22.4533,52.574,57.29,0.0
SPYX,60.989,18.8993,CREȘTERE,NU,61.0245,19.2854,216.43,0.0,60.9409,21.0279,189.81,0.0,61.2071,21.6018,183.34,0.0,64.012,31.1712,105.36,0.0
MJJ,37.995,37.9953,CREȘTERE,NU,38.1198,38.9487,2.13,100.0,37.9509,41.8405,9.3,100.0,37.9162,43.0135,11.85,90.75,35.9215,80.9335,55.62,0.0
IGSB,51.96,43.0385,CREȘTERE,NU,52.074,43.1048,20.81,45.96,52.2023,43.8171,19.14,54.32,52.912,44.4134,19.14,54.32,60.3642,46.2084,30.63,0.0
FNY,34.67,34.1947,CREȘTERE,NU,34.7582,34.461,0.86,100.0,34.7639,37.913,8.31,100.0,34.9791,40.2012,12.99,85.05,37.7371,68.3423,44.78,0.0
IYT,131.58,30.7612,CREȘTERE,NU,133.6014,31.1517,328.87,0.0,139.5956,34.0529,309.94,0.0,142.8105,33.8472,321.93,0.0,186.4667,61.206,204.65,0.0
VALQ,29.819,26.4689,CREȘTERE,NU,29.4443,26.729,10.16,99.21,30.045,29.4222,2.12,100.0,31.3921,29.8154,5.29,100.0,37.2151,43.1886,13.83,80.84
HEWU,17.514,16.6242,CREȘTERE,NU,17.4491,17.0411,2.39,100.0,17.6302,17.6557,0.14,100.0,18.0831,17.8079,1.55,100.0,22.5503,21.3366,5.69,100.0
CIZ,24.258,21.3033,CREȘTERE,NU,24.3764,21.6915,12.38,88.11,24.4374,22.3404,9.39,100.0,24.7281,22.3669,10.56,97.22,28.2129,29.3456,3.86,100.0
CALF,16.168,14.9005,CREȘTERE,NU,16.0458,15.0314,6.75,100.0,16.1176,17.1916,6.25,100.0,16.5739,18.2966,9.42,100.0,19.4733,38.3912,49.28,0.0
WLDR,16.527,11.6002,CREȘTERE,NU,16.6194,11.7989,40.86,0.0,16.7715,12.3779,35.5,0.0,17.1182,12.8377,33.34,0.0,20.376,18.4364,10.52,97.4
ULTR,48.39,43.1066,SCĂDERE,DA,48.102,43.0933,11.62,91.88,49.1031,43.1512,13.79,81.03,49.4112,43.5956,13.34,83.3,49.5996,44.8609,10.56,97.18
IHI,213.02,34.6454,CREȘTERE,NU,211.9983,35.9221,490.16,0.0,212.6058,39.2074,442.26,0.0,217.1057,40.9834,429.74,0.0,263.4486,53.8786,388.97,0.0
BKLN,20.0,13.7975,CREȘTERE,NU,20.011,13.8044,44.96,0.0,20.0651,14.3494,39.83,0.0,20.3005,14.3741,41.23,0.0,23.2937,15.8136,47.3,0.0
FLEE,18.155,15.09,CREȘTERE,NU,18.0697,15.3601,17.64,61.8,18.138,16.0666,12.89,85.54,18.5294,16.3575,13.28,83.61,21.1481,23.4581,9.85,100.0
EFAV,59.74,50.9127,CREȘTERE,NU,60.2102,51.6797,16.51,67.47,60.3964,53.5205,12.85,85.76,61.2497,54.1256,13.16,84.19,72.9916,63.5491,14.86,75.71
GSEW,36.2,32.9239,CREȘTERE,NU,36.2558,33.2877,8.92,100.0,36.324,37.2531,2.49,100.0,36.9338,38.1535,3.2,100.0,41.3832,58.1504,28.83,5.83
RWDE,42.484,42.4844,CREȘTERE,NU,42.4269,42.9744,1.27,100.0,42.5151,44.7172,4.92,100.0,43.0685,46.1577,6.69,100.0,49.1369,N/A,N/A,N/A
EWH,19.28,15.5148,CREȘTERE,NU,19.2411,16.1023,19.49,52.53,19.1742,17.0599,12.39,88.03,19.5739,16.5368,18.37,58.17,23.1748,22.1496,4.63,100.0
KXI,46.8,40.4926,CREȘTERE,NU,46.6408,41.4703,12.47,87.66,46.8386,42.8893,9.21,100.0,47.2047,43.3305,8.94,100.0,54.4676,51.6413,5.47,100.0
GRID,40.88,38.3716,CREȘTERE,NU,40.8834,38.6532,5.77,100.0,41.1131,41.976,2.06,100.0,41.3306,44.4822,7.09,100.0,44.7733,82.4407,45.69,0.0
ZCAN,43.768,43.7677,CREȘTERE,NU,44.2634,44.6082,0.77,100.0,44.7765,47.7881,6.3,100.0,45.0173,49.6548,9.34,100.0,49.7355,N/A,N/A,N/A
