Simbol,Pret_CSV_2020,Pret_Real_API_2020,Trend_Real,Trend_Corect,Pred_1_Zi,Real_1_Zi,Eroare_1_Zi_%,Scor_1_Zi,Pred_1_Sapt,Real_1_Sapt,Eroare_1_Sapt_%,Scor_1_Sapt,Pred_1_Luna,Real_1_Luna,Eroare_1_Luna_%,Scor_1_Luna,Pred_1_An,Real_1_An,Eroare_1_An_%,Scor_1_An
MOAT,41.85,38.8853,CREȘTERE,NU,41.8663,39.4056,6.24,100.0,41.8465,43.1223,2.96,100.0,42.3004,44.6089,5.18,100.0,47.7375,65.881,27.54,12.3
TBF,15.31,13.3916,SCĂDERE,DA,15.3236,13.3216,15.03,74.86,15.3748,13.584,13.18,84.09,15.5229,13.3304,16.45,67.76,17.1215,15.6308,9.54,100.0
AGZD,46.46,17.7276,SCĂDERE,DA,46.3281,17.6208,162.92,0.0,46.2147,17.72,160.81,0.0,46.2243,17.9643,157.31,0.0,47.0661,18.3626,156.31,0.0
FNDX,29.92,8.8621,CREȘTERE,NU,29.8956,9.0398,230.71,0.0,29.7749,9.9313,199.81,0.0,30.8619,10.1179,205.02,0.0,39.5317,15.8089,150.06,0.0
SDCI,12.605,6.8316,SCĂDERE,DA,12.5774,6.8316,84.11,0.0,12.5703,6.9969,79.65,0.0,12.8606,6.9449,85.18,0.0,15.1736,9.8169,54.57,0.0
VONG,148.31,35.5431,CREȘTERE,NU,147.7228,36.1207,308.97,0.0,148.0886,39.3344,276.49,0.0,151.0907,41.465,264.38,0.0,183.4333,61.2862,199.31,0.0
HYDW,45.209,33.475,CREȘTERE,NU,45.3075,33.6579,34.61,0.0,45.3131,34.4376,31.58,0.0,45.8793,35.2944,29.99,0.05,50.8215,38.9932,30.33,0.0
AADR,39.03,36.2027,CREȘTERE,NU,39.0824,36.6387,6.67,100.0,39.0713,39.4863,1.05,100.0,39.7293,41.9351,5.26,100.0,44.2252,58.9829,25.02,24.9
IGF,32.13,27.022,CREȘTERE,NU,32.3217,27.7705,16.39,68.06,32.6367,29.4693,10.75,96.26,33.092,30.159,9.73,100.0,36.2271,39.089,7.32,100.0
USEQ,19.992,19.9917,CREȘTERE,NU,19.8503,20.2148,1.8,100.0,19.9425,22.5329,11.5,92.52,20.3717,23.0602,11.66,91.71,23.2704,34.5366,32.62,0.0
WDIV,45.77,34.3759,CREȘTERE,NU,45.2995,35.2321,28.57,7.13,44.8623,37.5003,19.63,51.84,46.2066,37.6655,22.68,36.62,57.7115,52.7062,9.5,100.0
AIIQ,19.523,19.5229,CREȘTERE,NU,19.5332,19.8055,1.37,100.0,19.5295,21.1484,7.65,100.0,19.6671,22.4211,12.28,88.58,21.9492,32.7528,32.99,0.0
IQSU,20.378,18.9655,SCĂDERE,DA,20.3077,18.9655,7.08,100.0,20.5282,20.5002,0.14,100.0,21.0169,22.4844,6.53,100.0,23.1196,32.1256,28.03,9.83
QDIV,17.729,14.6632,CREȘTERE,NU,17.693,14.9295,18.51,57.45,17.7374,16.5793,6.99,100.0,18.1321,16.8259,7.76,100.0,21.1311,25.449,16.97,65.17
MIDF,19.526,19.5256,CREȘTERE,NU,19.4332,19.7091,1.4,100.0,19.5343,22.1289,11.72,91.38,19.8456,22.7405,12.73,86.35,22.0719,35.3196,37.51,0.0
PBD,11.08,9.8813,CREȘTERE,NU,11.052,9.9526,11.05,94.77,11.0795,10.9158,1.5,100.0,11.1472,11.5044,3.1,100.0,11.4134,29.2507,60.98,0.0
SHV,110.92,93.8308,SCĂDERE,DA,109.9214,93.8308,17.15,64.26,109.0928,93.797,16.31,68.46,106.5324,93.8232,13.55,82.27,74.215,93.8003,20.88,45.6
IJS,93.07,42.4241,CREȘTERE,NU,93.0564,42.8753,117.04,0.0,93.4097,46.9778,98.84,0.0,95.2319,49.5761,92.09,0.0,110.088,94.0403,17.06,64.68
SPSM,20.31,18.4086,CREȘTERE,NU,20.2666,18.6624,8.6,100.0,20.2126,20.466,1.24,100.0,20.8023,21.4359,2.96,100.0,24.8026,39.4191,37.08,0.0
GLL,45.73,182.92,SCĂDERE,DA,45.804,174.36,73.73,0.0,45.9903,165.4,72.19,0.0,46.5026,157.72,70.52,0.0,52.1945,147.84,64.7,0.0
USFR,25.1,42.319,SCĂDERE,DA,24.8653,42.319,41.24,0.0,24.6195,42.3696,41.89,0.0,24.1799,42.3611,42.92,0.0,17.8454,42.4033,57.92,0.0
SCAP,24.49,N/A,N/A,N/A,24.3457,N/A,N/A,N/A,24.5265,N/A,N/A,N/A,25.1807,N/A,N/A,N/A,30.9195,N/A,N/A,N/A
JPNL,27.61,27.613,CREȘTERE,NU,27.5004,28.535,3.63,100.0,27.7098,32.1358,13.77,81.14,28.5206,33.83,15.69,71.53,35.9174,N/A,N/A,N/A
HYUP,40.069,25.8655,SCĂDERE,DA,40.0593,25.8339,55.07,0.0,40.2549,25.6983,56.64,0.0,40.9809,26.9945,51.81,0.0,49.7797,33.3642,49.2,0.0
FID,12.35,9.5997,CREȘTERE,NU,12.3006,9.794,25.59,22.04,12.2918,10.2604,19.8,51.01,12.4921,10.3537,20.65,46.73,15.1939,14.2595,6.55,100.0
HERO,16.184,15.3761,CREȘTERE,NU,15.9023,15.5974,1.95,100.0,15.7552,15.9566,1.26,100.0,15.3666,16.5884,7.37,100.0,13.4258,30.7389,56.32,0.0
RWSL,32.65,32.6498,CREȘTERE,NU,32.3265,32.8277,1.53,100.0,32.3896,36.16,10.43,97.87,33.4619,38.7519,13.65,81.75,42.0028,N/A,N/A,N/A
ENFR,9.8,6.8494,CREȘTERE,NU,9.8269,7.1639,37.17,0.0,9.8363,7.772,26.56,17.2,9.976,9.2257,8.13,100.0,11.4889,13.2512,13.3,83.51
SIVR,13.52,13.52,CREȘTERE,NU,13.5821,14.01,3.05,100.0,13.6205,14.46,5.81,100.0,13.8274,14.5,4.64,100.0,16.4488,24.08,31.69,0.0
EJUL,22.04,22.04,CREȘTERE,NU,22.0525,22.64,2.59,100.0,22.2623,23.465,5.13,100.0,22.6428,23.628,4.17,100.0,26.1108,26.604,1.85,100.0
IEMG,38.83,32.9063,CREȘTERE,NU,39.0558,33.9995,14.87,75.64,39.2284,35.7453,9.74,100.0,39.8255,35.7453,11.41,92.93,48.2938,56.3196,14.25,78.75
DGRO,31.16,27.1033,CREȘTERE,NU,31.2779,27.8687,12.23,88.84,31.2451,30.3042,3.1,100.0,31.7463,30.7565,3.22,100.0,37.0241,43.3145,14.52,77.39
UTSL,17.339,15.5287,CREȘTERE,NU,17.3698,16.7655,3.6,100.0,17.4822,20.6793,15.46,72.7,17.9337,17.7982,0.76,100.0,21.5286,25.9498,17.04,64.81
FLAG,22.98,N/A,N/A,N/A,22.8411,N/A,N/A,N/A,22.9113,N/A,N/A,N/A,23.4715,N/A,N/A,N/A,28.7588,N/A,N/A,N/A
XSOE,23.37,21.1979,CREȘTERE,NU,23.2978,21.7965,6.89,100.0,23.3559,23.012,1.49,100.0,23.7703,23.1299,2.77,100.0,27.5447,37.8236,27.18,14.12
EMQQ,30.55,28.859,CREȘTERE,NU,30.3838,29.3502,3.52,100.0,30.4638,30.8711,1.32,100.0,30.768,31.948,3.69,100.0,36.1492,62.4912,42.15,0.0
CPI,25.99,24.2133,SCĂDERE,DA,25.9739,24.017,8.15,100.0,26.1166,24.8255,5.2,100.0,26.3855,24.8642,6.12,100.0,30.028,25.5384,17.58,62.1
XTN,40.85,38.6664,SCĂDERE,DA,41.0075,38.4487,6.66,100.0,41.1295,42.8028,3.91,100.0,41.598,43.9481,5.35,100.0,46.3822,84.7692,45.28,0.0
DUST,2.75,5999.3608,SCĂDERE,DA,2.7595,5519.4111,99.95,0.0,2.7721,5017.647,99.94,0.0,2.8531,2840.4243,99.9,0.0,3.7034,1814.2067,99.8,0.0
IYH,180.66,33.6322,CREȘTERE,NU,179.9422,34.5164,421.32,0.0,180.294,37.2177,384.43,0.0,181.5201,38.7628,368.28,0.0,200.1569,47.4799,321.56,0.0
IBMM,26.0,24.3254,SCĂDERE,DA,26.0156,24.0962,7.97,100.0,26.0103,24.5593,5.91,100.0,26.1176,24.5968,6.18,100.0,26.4389,25.5132,3.63,100.0
FRDM,18.271,15.791,CREȘTERE,NU,18.2653,16.3251,11.88,90.58,18.3364,17.517,4.68,100.0,18.7506,18.0122,4.1,100.0,22.9014,29.6737,22.82,35.89
GUDB,49.225,49.225,CREȘTERE,NU,49.5702,49.3,0.55,100.0,49.822,49.73,0.18,100.0,50.5407,51.115,1.12,100.0,57.733,N/A,N/A,N/A
MFDX,18.909,15.9081,CREȘTERE,NU,18.927,16.1108,17.48,62.6,19.0038,16.8537,12.76,86.21,19.1877,17.4064,10.23,98.83,21.1407,24.5319,13.82,80.88
EVIX,12.551,12.5508,SCĂDERE,DA,12.4967,12.2856,1.72,100.0,12.4457,11.25,10.63,96.86,12.1903,N/A,N/A,N/A,9.2102,N/A,N/A,N/A
IGIH,20.277,18.1277,CREȘTERE,NU,20.243,18.1485,11.54,92.3,20.3097,18.9353,7.26,100.0,20.7339,18.9155,9.61,100.0,23.5399,19.8712,18.46,57.69
DBJP,33.56,28.0966,CREȘTERE,NU,33.5361,28.6659,16.99,65.05,33.6176,30.1142,11.63,91.83,33.8302,30.3486,11.47,92.64,37.9863,43.2955,12.26,88.69
ONEV,58.999,53.0161,CREȘTERE,NU,58.9311,53.6101,9.93,100.0,59.1526,59.5165,0.61,100.0,59.9868,60.3153,0.54,100.0,70.1084,91.7562,23.59,32.04
EFV,34.1,26.8077,CREȘTERE,NU,34.3478,27.4366,25.19,24.05,34.4554,28.5294,20.77,46.14,35.0665,28.6788,22.27,38.63,41.2557,41.4364,0.44,100.0
RNMC,14.784,13.634,CREȘTERE,NU,14.7664,13.7595,7.32,100.0,14.7958,15.475,4.39,100.0,15.0544,15.8991,5.31,100.0,17.7352,26.3114,32.6,0.0
FCOM,27.76,26.3917,CREȘTERE,NU,27.66,26.8195,3.13,100.0,27.6744,28.8065,3.93,100.0,28.0637,31.0217,9.54,100.0,31.6199,48.1451,34.32,0.0
USIG,55.15,44.1974,CREȘTERE,NU,55.3404,44.3577,24.76,26.2,55.5504,45.4957,22.1,39.5,56.3419,46.5034,21.16,44.22,64.584,48.7834,32.39,0.0
EWJE,27.92,27.92,SCĂDERE,DA,28.24,27.92,1.15,100.0,28.4084,29.2746,2.96,100.0,28.4464,30.06,5.37,100.0,31.3414,40.22,22.08,39.62
UDOW,36.11,8.5525,CREȘTERE,NU,36.1779,9.1233,296.54,0.0,36.0601,11.7618,206.59,0.0,37.1756,12.0152,209.4,0.0,46.0485,30.8201,49.41,0.0
VALT,47.995,47.995,CREȘTERE,NU,48.3604,48.1775,0.38,100.0,49.1783,48.2851,1.85,100.0,50.118,48.7,2.91,100.0,58.491,49.7,17.69,61.56
FGM,30.28,26.2686,CREȘTERE,NU,30.1605,26.5202,13.73,81.37,30.2434,28.5589,5.9,100.0,30.8892,29.6606,4.14,100.0,35.6106,48.3121,26.29,18.55
DVOL,16.89,16.0037,CREȘTERE,NU,16.9858,16.3258,4.04,100.0,17.3548,17.8324,2.68,100.0,17.8279,18.0693,1.34,100.0,21.9856,23.8511,7.82,100.0
DWT,14.74,14.74,CREȘTERE,NU,14.7373,14.75,0.09,100.0,14.7189,14.75,0.21,100.0,14.6733,N/A,N/A,N/A,14.0188,N/A,N/A,N/A
ARKQ,31.008,30.4199,SCĂDERE,DA,31.0481,30.4022,2.12,100.0,31.0871,33.5808,7.43,100.0,31.7246,36.671,13.49,82.56,36.0793,84.1644,57.13,0.0
LVHI,19.21,13.6592,CREȘTERE,NU,19.2814,14.5836,32.21,0.0,19.2617,14.9746,28.63,6.86,19.6027,14.8317,32.17,0.0,22.6729,18.9508,19.64,51.8
CHIC,21.34,20.3738,CREȘTERE,NU,21.2407,20.794,2.15,100.0,21.2997,21.1336,0.79,100.0,21.2838,20.7751,2.45,100.0,20.9125,27.0362,22.65,36.75
HEDJ,49.21,20.9184,CREȘTERE,NU,49.3021,21.5008,129.3,0.0,49.534,22.8143,117.12,0.0,49.9363,23.2479,114.8,0.0,57.0305,32.0761,77.8,0.0
PSCF,33.38,28.3734,CREȘTERE,NU,33.1956,28.4329,16.75,66.25,33.4273,30.2604,10.47,97.67,34.2166,31.2889,9.36,100.0,41.1252,50.0671,17.86,60.7
TMV,5.08,11.2929,SCĂDERE,DA,5.0675,11.1595,54.59,0.0,5.0836,11.7375,56.69,0.0,5.1966,10.9861,52.7,0.0,6.0343,17.2839,65.09,0.0
KRMA,17.408,16.1098,CREȘTERE,NU,17.3442,16.5743,4.65,100.0,17.1838,18.0818,4.97,100.0,17.9002,18.4122,2.78,100.0,20.5875,27.5282,25.21,23.93
SPIB,33.75,27.6436,CREȘTERE,NU,34.6644,27.6845,25.21,23.94,35.3067,28.2825,24.84,25.82,35.5075,28.8941,22.89,35.56,40.189,30.3117,32.59,0.0
KEMQ,18.803,17.2165,CREȘTERE,NU,18.7346,17.7586,5.5,100.0,18.8055,18.5442,1.41,100.0,19.0203,18.8491,0.91,100.0,21.5442,30.86,30.19,0.0
SUSB,24.75,20.8861,CREȘTERE,NU,24.7702,20.8987,18.52,57.38,24.7134,21.249,16.3,68.48,24.9216,21.5114,15.85,70.73,27.1268,22.2701,21.81,40.96
ARKK,40.24,38.9571,CREȘTERE,NU,39.8194,39.1992,1.58,100.0,39.783,44.5432,10.69,96.57,40.7543,50.7101,19.63,51.84,47.5353,118.8691,60.01,0.0
BZQ,38.12,265.5876,SCĂDERE,DA,37.8547,253.6042,85.07,0.0,37.7533,197.031,80.84,0.0,37.3506,216.0513,82.71,0.0,31.1462,69.7412,55.34,0.0
GSST,49.53,40.7031,SCĂDERE,DA,49.4152,40.6743,21.49,42.55,49.7434,40.7729,22.0,39.99,50.533,41.1542,22.79,36.05,58.4287,42.0508,38.95,0.0
SDOW,54.56,733.8319,SCĂDERE,DA,54.6105,687.0833,92.05,0.0,54.7857,497.1249,88.98,0.0,55.3565,461.2888,88.0,0.0,62.2465,128.9292,51.72,0.0
HEWG,20.68,17.9521,CREȘTERE,NU,20.9132,18.4469,13.37,83.15,21.0662,19.7751,6.53,100.0,21.2757,20.3133,4.74,100.0,23.9364,28.8365,16.99,65.04
USLB,25.0,25.0,CREȘTERE,NU,25.022,25.25,0.9,100.0,25.1427,28.095,10.51,97.46,25.5363,28.4161,10.13,99.33,30.0384,37.4465,19.78,51.08
FNK,19.59,17.6706,CREȘTERE,NU,19.586,17.8781,9.55,100.0,19.6187,20.5932,4.73,100.0,19.9671,21.5674,7.42,100.0,23.5559,39.8115,40.83,0.0
GSLC,49.94,46.3708,CREȘTERE,NU,50.1577,47.2344,6.19,100.0,50.4289,51.4778,2.04,100.0,50.9286,53.1305,4.14,100.0,56.5352,75.0241,24.64,26.78
BND,85.6,71.288,CREȘTERE,NU,84.969,71.6212,18.64,56.82,83.2617,72.0626,15.54,72.3,80.949,72.8486,11.12,94.4,55.4475,72.2627,23.27,33.65
GNMA,51.35,43.2945,CREȘTERE,NU,50.6104,43.4125,16.58,67.1,50.2145,43.8172,14.6,77.0,48.4866,43.5981,11.21,93.94,36.7609,43.1579,14.82,75.89
PXF,29.02,23.538,CREȘTERE,NU,29.1075,24.1788,20.38,48.08,29.0873,25.2494,15.2,74.0,29.5178,25.4441,16.01,69.95,32.4123,38.7298,16.31,68.44
DGRS,23.34,19.964,CREȘTERE,NU,23.3521,20.0325,16.57,67.14,23.4164,22.2051,5.46,100.0,23.8602,23.0324,3.59,100.0,27.5359,40.7475,32.42,0.0
SPTI,33.12,28.7534,SCĂDERE,DA,33.0072,28.7273,14.9,75.51,32.7493,28.5884,14.55,77.23,32.3926,28.7525,12.66,86.7,24.093,28.0258,14.03,79.84
THD,54.71,45.863,CREȘTERE,NU,54.8221,47.8917,14.47,77.64,55.0354,52.0161,5.8,100.0,55.6544,52.8795,5.25,100.0,62.6704,70.7792,11.46,92.72
SPDW,22.89,19.1678,CREȘTERE,NU,22.858,19.5614,16.85,65.74,22.8526,20.4909,11.53,92.37,23.2371,20.9766,10.78,96.12,26.4827,30.6629,13.63,81.84
ACIO,22.48,21.4194,CREȘTERE,NU,22.3388,21.629,3.28,100.0,22.4112,22.1626,1.12,100.0,22.5874,22.6295,0.19,100.0,24.5555,27.504,10.72,96.4
SPMO,34.543,32.4076,CREȘTERE,NU,34.3607,33.3486,3.03,100.0,34.4366,36.0487,4.47,100.0,35.1755,36.7429,4.27,100.0,39.3918,50.8295,22.5,37.49
PVI,25.03,22.68,SCĂDERE,DA,24.426,22.6075,8.04,100.0,24.1902,22.5984,7.04,100.0,23.6308,22.6129,4.5,100.0,18.5956,22.5766,17.63,61.83
DXGE,21.526,19.9499,CREȘTERE,NU,21.8969,20.5517,6.55,100.0,22.0656,22.0948,0.13,100.0,22.3264,22.8641,2.35,100.0,26.0407,32.6919,20.35,48.27
IWV,141.33,131.0803,CREȘTERE,NU,141.8506,133.705,6.09,100.0,142.0032,146.0869,2.8,100.0,144.6939,151.2808,4.35,100.0,170.8454,226.0603,24.42,27.88
RNDV,16.736,14.2662,CREȘTERE,NU,16.7518,14.462,15.83,70.84,16.7846,15.8437,5.94,100.0,16.8163,16.6989,0.7,100.0,18.1185,24.8108,26.97,15.13
NFRA,41.1,33.9983,CREȘTERE,NU,40.8581,34.9083,17.04,64.78,41.3424,36.877,12.11,89.46,41.9488,37.0011,13.37,83.14,45.5407,47.788,4.7,100.0
SPXV,50.736,23.4279,CREȘTERE,NU,50.7708,23.9118,112.33,0.0,50.9984,26.1024,95.38,0.0,51.4207,27.6895,85.7,0.0,57.0201,39.6814,43.69,0.0
ZGBR,35.052,35.052,CREȘTERE,NU,35.2995,35.9265,1.75,100.0,35.4447,37.2054,4.73,100.0,35.9309,37.9405,5.3,100.0,41.8146,N/A,N/A,N/A
SHYG,39.78,27.4422,CREȘTERE,NU,39.8315,27.663,43.99,0.0,39.7198,28.4011,39.85,0.0,40.5474,28.6714,41.42,0.0,51.1689,33.1935,54.15,0.0
HTEC,22.443,22.2171,CREȘTERE,NU,22.4529,22.6685,0.95,100.0,22.4925,24.2138,7.11,100.0,22.5434,26.4214,14.68,76.61,23.8063,43.9432,45.82,0.0
SQQQ,21.95,11063.0938,SCĂDERE,DA,21.9217,10407.876,99.79,0.0,22.0053,7978.5312,99.72,0.0,22.3309,6360.6489,99.65,0.0,25.3513,1253.9855,97.98,0.0
XPP,43.43,39.9753,CREȘTERE,NU,43.191,43.068,0.29,100.0,43.4576,44.6972,2.77,100.0,44.0412,42.35,3.99,100.0,50.0775,68.4449,26.84,15.82
BYLD,24.165,18.6956,CREȘTERE,NU,24.1525,18.8229,28.31,8.43,24.2162,19.211,26.05,19.73,24.3586,19.5215,24.78,26.11,26.4418,19.9898,32.28,0.0
DWAS,38.18,36.857,CREȘTERE,NU,38.5347,37.2817,3.36,100.0,38.9756,39.9558,2.45,100.0,39.5113,43.0159,8.15,100.0,46.2635,83.5572,44.63,0.0
POTX,8.5,43.7783,CREȘTERE,NU,8.5042,44.1904,80.76,0.0,8.507,45.4265,81.27,0.0,8.5381,47.1601,81.9,0.0,8.9745,87.0871,89.69,0.0
RGI,93.7,17.6629,CREȘTERE,NU,96.8418,17.8948,441.17,0.0,97.1836,19.6083,395.62,0.0,98.0804,19.9929,390.58,0.0,86.7758,34.0065,155.17,0.0
ENTR,16.218,9.5191,CREȘTERE,NU,16.0632,9.6327,66.76,0.0,16.0217,10.4708,53.01,0.0,16.1539,11.3714,42.06,0.0,16.3989,15.3469,6.85,100.0
ZIG,19.13,17.9316,CREȘTERE,NU,19.3596,18.1162,6.86,100.0,19.6135,19.4332,0.93,100.0,19.8137,19.2017,3.19,100.0,23.1092,23.9563,3.54,100.0
KDFI,20.96,20.96,SCĂDERE,DA,20.9523,20.73,1.07,100.0,21.0499,20.8708,0.86,100.0,21.0886,20.931,0.75,100.0,21.9416,21.535,1.89,100.0
FUT,40.531,40.5306,SCĂDERE,DA,40.2109,40.4695,0.64,100.0,40.0191,39.9751,0.11,100.0,39.9172,39.9707,0.13,100.0,38.7455,41.22,6.0,100.0
EWY,43.69,39.0474,CREȘTERE,NU,43.444,41.0047,5.95,100.0,43.5252,43.8647,0.77,100.0,44.4079,44.5439,0.31,100.0,52.0805,81.6774,36.24,0.0
TYBS,13.88,13.8751,SCĂDERE,DA,13.7886,13.8229,0.25,100.0,13.883,14.0686,1.32,100.0,14.2255,13.7944,3.13,100.0,16.9956,N/A,N/A,N/A
IJR,52.19,47.6163,CREȘTERE,NU,52.3786,48.2823,8.48,100.0,52.3752,52.9263,1.04,100.0,53.0452,55.417,4.28,100.0,60.2721,101.7578,40.77,0.0
GVI,114.84,98.3853,SCĂDERE,DA,114.2969,98.2739,16.3,68.48,113.5992,98.6337,15.17,74.14,111.2915,99.7044,11.62,91.89,81.1112,100.29,19.12,54.38
AFLG,15.119,14.1277,SCĂDERE,DA,15.039,14.1277,6.45,100.0,15.1456,15.2182,0.48,100.0,15.266,16.1545,5.5,100.0,16.3047,22.7547,28.35,8.27
SCHD,43.56,11.7421,CREȘTERE,NU,43.7034,12.0709,262.05,0.0,43.6109,13.0063,235.31,0.0,44.8012,13.2947,236.98,0.0,57.7922,20.4611,182.45,0.0
EPRF,20.583,14.7729,CREȘTERE,NU,20.5966,15.144,36.01,0.0,20.7331,15.7016,32.04,0.0,20.8534,16.7156,24.75,26.23,22.3255,18.3241,21.84,40.82
FDIS,36.0,34.3806,SCĂDERE,DA,36.0402,34.3328,4.97,100.0,36.0466,38.449,6.25,100.0,36.3894,42.0494,13.46,82.7,39.6115,74.0122,46.48,0.0
GDX,24.03,22.3043,CREȘTERE,NU,24.0068,23.2418,3.29,100.0,24.1676,24.3185,0.62,100.0,24.3132,30.8994,21.31,43.43,27.0494,31.3499,13.72,81.41
BOUT,17.2,16.5966,CREȘTERE,NU,17.1717,17.0501,0.71,100.0,17.2552,18.1116,4.73,100.0,17.4154,19.1151,8.89,100.0,19.3271,32.2476,40.07,0.0
RAFE,17.74,15.8025,SCĂDERE,DA,17.7486,15.8025,12.31,88.43,17.8403,17.0844,4.42,100.0,17.9555,17.7694,1.05,100.0,19.4998,26.6517,26.83,15.83
RXL,83.34,20.0742,CREȘTERE,NU,100.9254,21.2087,375.87,0.0,107.3156,24.4991,338.04,0.0,104.9643,26.3056,299.02,0.0,106.4366,38.2546,178.23,0.0
LDRS,18.68,18.68,CREȘTERE,NU,18.6513,18.785,0.71,100.0,18.8129,18.2165,3.27,100.0,19.1878,18.2658,5.05,100.0,23.4997,27.2138,13.65,81.76
IHE,129.66,39.0986,CREȘTERE,NU,128.743,40.2535,219.83,0.0,129.3602,42.9252,201.36,0.0,130.5203,44.8913,190.75,0.0,141.7644,54.0169,162.44,0.0
IOO,42.9,39.2459,CREȘTERE,NU,42.649,40.298,5.83,100.0,42.6208,42.8046,0.43,100.0,43.6489,44.2409,1.34,100.0,53.0553,62.0355,14.48,77.62
ROAM,15.92,12.3429,CREȘTERE,NU,15.8546,12.7616,24.24,28.82,15.895,13.54,17.39,63.04,16.2508,13.4524,20.8,45.99,18.8413,19.5423,3.59,100.0
DPST,4.43,79.9691,CREȘTERE,NU,4.3946,83.5794,94.74,0.0,4.4262,112.1011,96.05,0.0,4.5498,115.9822,96.08,0.0,5.4795,431.8372,98.73,0.0
GAL,31.43,25.3528,CREȘTERE,NU,31.3915,25.6836,22.22,38.88,31.4016,27.2242,15.34,73.28,31.9164,27.7405,15.05,74.73,37.0627,36.494,1.56,100.0
MUTE,16.989,169.889,SCĂDERE,DA,16.7729,163.425,89.74,0.0,16.1051,126.593,87.28,0.0,15.8923,99.34,84.0,0.0,12.4357,N/A,N/A,N/A
ITA,136.47,64.8195,SCĂDERE,DA,136.6546,64.5202,111.8,0.0,136.5213,71.6971,90.41,0.0,137.9527,71.4406,93.1,0.0,153.1748,100.2333,52.82,0.0
TZA,71.44,506.6314,SCĂDERE,DA,71.3586,493.299,85.53,0.0,71.2579,348.3445,79.54,0.0,70.4074,265.868,73.52,0.0,64.4682,28.9962,122.33,0.0
ULVM,36.314,32.5381,CREȘTERE,NU,35.9972,32.9145,9.37,100.0,36.0174,36.7191,1.91,100.0,37.0454,37.2528,0.56,100.0,45.859,56.3492,18.62,56.92
JPLS,18.41,18.4095,CREȘTERE,NU,18.6964,18.5995,0.52,100.0,18.8735,18.5538,1.72,100.0,19.3459,17.8513,8.37,100.0,23.647,N/A,N/A,N/A
VFQY,60.076,55.4312,CREȘTERE,NU,59.523,56.3382,5.65,100.0,59.8679,62.1151,3.62,100.0,61.8111,64.5095,4.18,100.0,79.4079,106.0025,25.09,24.56
ALFA,42.1,42.0972,CREȘTERE,NU,42.3164,42.9287,1.43,100.0,42.3794,47.7479,11.24,93.78,42.9759,50.0865,14.2,79.02,47.2933,76.9951,38.58,0.0
RNSC,13.893,12.5691,CREȘTERE,NU,13.9463,12.7425,9.45,100.0,13.951,13.9671,0.12,100.0,14.1133,14.7479,4.3,100.0,15.8716,26.2648,39.57,0.0
UGL,52.64,13.16,CREȘTERE,NU,52.4392,13.775,280.68,0.0,52.2832,14.475,261.2,0.0,51.7321,14.905,247.08,0.0,44.6696,13.8125,223.4,0.0
PJUL,23.419,23.419,CREȘTERE,NU,23.2267,23.71,2.04,100.0,23.1829,24.949,7.08,100.0,23.6143,25.501,7.4,100.0,27.5439,29.37,6.22,100.0
MLTI,16.1,16.1,CREȘTERE,NU,16.3623,16.92,3.3,100.0,16.4672,15.625,5.39,100.0,16.663,14.75,12.97,85.15,18.8893,N/A,N/A,N/A
DDLS,22.5,17.6145,CREȘTERE,NU,22.4323,17.7265,26.55,17.27,22.4601,18.5305,21.21,43.97,23.0554,19.1012,20.7,46.49,27.9159,27.4822,1.58,100.0
NGE,7.88,3.93,CREȘTERE,NU,7.8912,4.0247,96.07,0.0,7.879,4.4537,76.91,0.0,7.9974,4.2963,86.15,0.0,9.0453,6.2948,43.7,0.0
SMEZ,44.98,44.98,CREȘTERE,NU,45.0524,45.7989,1.63,100.0,45.0143,47.9642,6.15,100.0,45.9744,50.1299,8.29,100.0,54.794,N/A,N/A,N/A
OCIO,23.35,18.2719,CREȘTERE,NU,23.0179,18.5106,24.35,28.25,23.5174,19.0928,23.17,34.13,24.192,20.1046,20.33,48.35,27.8056,24.9718,11.35,93.26
ACWI,59.7,53.8136,CREȘTERE,NU,60.0631,54.8953,9.41,100.0,60.2848,58.8614,2.42,100.0,60.9854,60.3127,1.12,100.0,70.9856,88.3004,19.61,51.96
DURA,22.4,18.2591,CREȘTERE,NU,22.3082,18.9275,17.86,60.69,22.3106,20.4437,9.13,100.0,22.818,20.3622,12.06,89.7,27.2732,25.3746,7.48,100.0
TAWK,16.01,16.01,CREȘTERE,NU,15.9241,16.6276,4.23,100.0,15.9866,20.47,21.9,40.49,16.3414,24.4071,33.05,0.0,19.1461,N/A,N/A,N/A
OVL,20.539,16.2563,CREȘTERE,NU,20.5139,16.6093,23.51,32.46,20.5226,18.0451,13.73,81.35,20.3139,18.6846,8.72,100.0,17.9911,27.9992,35.74,0.0
DRW,21.38,17.8936,CREȘTERE,NU,21.3772,17.9732,18.94,55.3,21.3616,19.04,12.19,89.03,21.7306,18.9145,14.89,75.56,24.6467,23.0085,7.12,100.0
INDA,22.33,20.7085,CREȘTERE,NU,22.4297,21.2464,5.57,100.0,22.3398,23.3516,4.33,100.0,22.7298,24.3161,6.52,100.0,27.637,39.4414,29.93,0.35
DBV,22.04,22.0445,CREȘTERE,NU,22.0988,22.545,1.98,100.0,22.3614,22.845,2.12,100.0,22.5793,22.53,0.22,100.0,24.0928,25.5,5.52,100.0
